Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
10608,London District Energy,London District Energy LP,London,301 Colborne Street,N6B 2S8,Ontario,42.9829,-81.2384,81.35,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Steam and Air-Conditioning Supply,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221330&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10608-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110608&GoCTemplateCulture=en-CA
"
10609,Global Upholstery,Global Upholstery Co. Ltd.,Downsview,560 Supertest Road South,M3J 2M6,Ontario,43.7768,-79.4756,3.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Office Furniture (except Wood) Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=337214&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10609-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110609&GoCTemplateCulture=en-CA
"
10610,Englehart Oriented Strand Board Plant,GP North Woods LP,Englehart,3270222 Highway 11  North,P0J 1H0,Ontario,47.8242,-79.885,12.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waferboard Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=321217&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10610-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110610&GoCTemplateCulture=en-CA
"
10611,CST Coal,CST Canada Coal Limited,MD of Greenview,20 KM North of Grande Cache,T0E 0Y0,Alberta,54.0066,-119.1055,7.82,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Bituminous Coal Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212114&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10611-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110611&GoCTemplateCulture=en-CA
"
10612,Highbury Canco Corporation,Highbury Canco Corporation,Leamington,148 Erie Street South,N8H 0C3,Ontario,42.0437,-82.5991,50.37,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,"Fruit and Vegetable Canning, Pickling and Drying",https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311420&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10612-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110612&GoCTemplateCulture=en-CA
"
10614,Ivaco Rolling Mills,Ivaco Rolling Mills 2004 L. P.,L'Orignal,1040 County Rd 17 Road,K0B 1K0,Ontario,45.6133,-74.705,108.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Iron and Steel Mills and Ferro-Alloy Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10614-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110614&GoCTemplateCulture=en-CA
"
10617,Macassa Mine,KIRKLAND LAKE GOLD INC,Kirkland Lake,66 Highway,P2N 3J1,Ontario,48.14611,-80.06056,18.67,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10617-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110617&GoCTemplateCulture=en-CA
"
10618,VSC,Terrapure BR Ltd.,Sainte-Catherine,1200 Garnier Street,J5c 1b4,Quebec,45.4,-73.6,48.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Non-Ferrous Foundries (except Die-Casting),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331529&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10618-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110618&GoCTemplateCulture=en-CA
"
10619,MEG Christina Lake Cogeneration Facility,MEG Energy Corp.,Regional Municipality of Wo,,T2T 6N9,Alberta,55.66638,-110.71404,1 300.94,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,In-situ oil sands extraction,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211141&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10619-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110619&GoCTemplateCulture=en-CA
"
10620,MOSAIC POTASH ESTERHAZY - K2 SITE,Mosaic Potash Esterhazy Limited Partnership,Esterhazy,Highway 22 Highway,S0A 0X0,Saskatchewan,50.6574,-101.8422,104.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Potash Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212396&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10620-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110620&GoCTemplateCulture=en-CA
"
10621,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,333 Progress Avenue,M1P 2Z7,Ontario,43.7749,-79.2648,71.72,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paperboard Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322130&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10621-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110621&GoCTemplateCulture=en-CA
"
10622,Thorold Cogen Generating Station,Northland Power Inc.,Thorold,90 Allanburg Road,L2V 0A8,Ontario,43.106,-79.1988,204.96,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10622-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110622&GoCTemplateCulture=en-CA
"
10626,PotashCorp Rocanville,Potash Corporation of Saskatchewan Inc.,Rocanville,0,S0A 3L0,Saskatchewan,50.4613,-101.5356,123.92,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Potash Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212396&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10626-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110626&GoCTemplateCulture=en-CA
"
10627,Genesee Mine,Prairie Mines & Royalty ULC,Warburg,50455 Highway 770 Highway,T0C 2T0,Alberta,53.3294,-114.2903,38.73,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Subbituminous Coal Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212115&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10627-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110627&GoCTemplateCulture=en-CA
"
10631,Cliff Central Heating and Cooling Plant,Public Works and Government Services Canada,Ottawa,347 Wellington Street,K1A 0M3,Ontario,45.4215,-75.7073,32.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Other Federal Government Public Administration,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=911910&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10631-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110631&GoCTemplateCulture=en-CA
"
10632,HUMBERSTONE LANDFILL,Regional Municipality of Niagara,Welland,700 Humberstone Road,L3B 3X4,Ontario,42.964,-79.2737,42.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10632-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110632&GoCTemplateCulture=en-CA
"
10633,GFL Environmental inc.,GFL Environmental inc.,Ste-Cécile-de-Milton,702 route 137,J0E 2C0,Quebec,45.27374,-72.4628,20.98,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10633-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110633&GoCTemplateCulture=en-CA
"
10634,Sanofi Pasteur Limited,Sanofi Pasteur Limited,Toronto,1755 Steeles Avenue,M2R 3T4,Ontario,43.7868,-79.4645,52.29,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Pharmaceutical and Medicine Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10634-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110634&GoCTemplateCulture=en-CA
"
10635,Ermine Power Station,Saskatchewan Power Corporation,Rural Municipality of Oakda,,N/A,Saskatchewan,51.873,-109.0399,141.76,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10635-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110635&GoCTemplateCulture=en-CA
"
10638,West Doe Gas Plant,NorthRiver Midstream Inc.,Peace River Regional Distri,1094 222 Road,V1G 4E7,British Columbia,55.95746,-120.2057,37.37,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10638-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110638&GoCTemplateCulture=en-CA
"
10639,Leismer SAGD Bitumen Battery,Athabasca Oil Corporation,Conklin,,N/A,Alberta,55.81539,-111.4444,449.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,In-situ oil sands extraction,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211141&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10639-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110639&GoCTemplateCulture=en-CA
"
10640,Technocell inc,Technocell Inc.,Drummondville,3075 Kunz,J2C 6Y4,Quebec,45.87548,-72.54322,15.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paper (except Newsprint) Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322121&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10640-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110640&GoCTemplateCulture=en-CA
"
10641,Skookumchuck Operation,Skookumchuck Pulp Inc.,Skookumchuck,4501 Farstad Way,V0B 2E0,British Columbia,49.91901,-115.764,68.09,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Chemical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10641-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110641&GoCTemplateCulture=en-CA
"
10643,Tenaris Algoma Tubes,Algoma Tubes Inc.,Sault Ste. Marie,547 Wallace Terrace Street,P6C 1L9,Ontario,46.5297,-84.3688,65.64,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Iron and Steel Pipes and Tubes Manufacturing from Purchased,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10643-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110643&GoCTemplateCulture=en-CA
"
10644,Main Campus,The University of Western Ontario,London,1151 Richmond Street Street,N6A 3K7,Ontario,43.013,-81.274,47.71,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10644-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110644&GoCTemplateCulture=en-CA
"
10645,Canfor Green Energy Combined Heat and Power Plant,Canadian Forest Products Ltd.,Grande Prairie,8701 108 Street,T8V 4C5,Alberta,55.1602,-118.8184,11.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Other Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221119&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10645-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110645&GoCTemplateCulture=en-CA
"
10646,Halton Hills Generating Station,Portlands Energy Centre LP,Halton Hills,7870 Sixth Line South,L7G 0E9,Ontario,43.55882,-79.85249,740.83,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10646-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110646&GoCTemplateCulture=en-CA
"
10648,St George Campus,The Governing Council of the University of Toronto,Toronto,27 King's College Circle Road,M5S 1A1,Ontario,43.66579,-79.39917,74.19,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10648-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110648&GoCTemplateCulture=en-CA
"
10649,Magog Landfill Bestan Inc.,Waste Management of Canada Corporation,Magog,1994 D'Ayer's Cliff Street,J1X 5A8,Quebec,45.2179,-72.148,43.48,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10649-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110649&GoCTemplateCulture=en-CA
"
10650,Willow Creek Mine,Conuma Coal Resources Limited,Chetwynd,11657 Willow Creek Forest Service Road,V0C 1J0,British Columbia,55.6044,-122.2007,52.02,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Bituminous Coal Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212114&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10650-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110650&GoCTemplateCulture=en-CA
"
10651,Edson O.S.B.,Weyerhaeuser Company Limited,Edson,2509 Aspen Drive,T7E 1S8,Alberta,53.59306,-116.3903,14.01,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waferboard Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=321217&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10651-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110651&GoCTemplateCulture=en-CA
"
10652,Keele Campus,York University,Toronto,4700 Keele Street,M3J 1P3,Ontario,43.7742,-79.5023,50.3,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10652-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110652&GoCTemplateCulture=en-CA
"
10653,Mercer Celgar Limited Partnership,Mercer Celgar Limited Partnership,Castlegar,1921 Arrow Lakes Drive,V1N 3H9,British Columbia,49.3357,-117.728,112.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Chemical Pulp Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10653-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110653&GoCTemplateCulture=en-CA
"
10656,Carson Creek GP 4-23,Conifer Energy Inc.,Whitecourt,,N/A,Alberta,54.28493,-115.69846,23.61,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10656-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110656&GoCTemplateCulture=en-CA
"
10657,Quebec Silicon LP,Silicium Québec SEC,Bécancour,6500 Yvon-Trudeau Street,G9H 2V8,Quebec,46.3712,-72.3881,174.58,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Iron and Steel Mills and Ferro-Alloy Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10657-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110657&GoCTemplateCulture=en-CA
"
10658,POTASH CORP - LANIGAN DIVISION,Potash Corporation of Saskatchewan Inc.,Lanigan,,S0K 2M0,Saskatchewan,51.85363,-105.20742,96.89,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Potash Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212396&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10658-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110658&GoCTemplateCulture=en-CA
"
10660,Montney Gas Processing and Production IF-a,Shell Canada Limited-1,Fort St. John,,N/A,British Columbia,55.929,-120.894,115.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10660-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110660&GoCTemplateCulture=en-CA
"
10661,Glacier Sour Gas Plant 05-02,Advantage Oil & Gas Ltd.,n/a,,N/A,Alberta,55.5541,-119.7554,231.65,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10661-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110661&GoCTemplateCulture=en-CA
"
10662,Emerald Energy from Waste Inc.,Emerald Energy From Waste Inc.,Brampton,7656 Bramalea Road,L6T 5M5,Ontario,43.697,-79.6826,95.82,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10662-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110662&GoCTemplateCulture=en-CA
"
10663,111 Progress,Atlantic Packaging Products Ltd.,Scarborough,111 Progress Avenue,M1P 2Y9,Ontario,43.7718,-79.2735,48.19,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paperboard Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322130&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10663-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110663&GoCTemplateCulture=en-CA
"
10664,Brampton Brick Limited,Brampton Brick Limited,Brampton,225 Wanless Drive,L7A 1E9,Ontario,43.7211,-79.8164,70.96,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Clay Building Material and Refractory Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=327120&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10664-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110664&GoCTemplateCulture=en-CA
"
10667,Collingwood Distillery,Sazerac Distillers of Canada Inc.,Collingwood,202 MacDonald Road,L9Y 4J2,Ontario,44.4968,-80.1925,13.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Distilleries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=312140&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10667-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110667&GoCTemplateCulture=en-CA
"
10668,Northern Prairie Thermal Electric Power Plant,"Grande Prairie Generation, Inc.",Sexsmith,"RR#1, Site 14, Box 15",T0H 3C0,Alberta,55.3405,-119.2185,350.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Fossil-Fuel Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221112&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10668-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110668&GoCTemplateCulture=en-CA
"
10669,Mine Canadian Malartic GP,Canadian Malartic GP,Malartic,100 Chemin du Lac Mourier,J0Y 1Z0,Quebec,48.12451,-78.12927,202.3,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Gold and Silver Ore Mining,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=212220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10669-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110669&GoCTemplateCulture=en-CA
"
10670,DAPP Power LP Plant,DAPP Power LP,Westlock,,T7P 2N9,Alberta,54.41587,-114.17433,5.59,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Other Electric Power Generation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221119&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10670-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110670&GoCTemplateCulture=en-CA
"
10673,Usine de Valleyfield,Diageo Canada Inc.,Salaberry-de-Valleyfield,1 Salaberry,J6T 2G9,Quebec,45.2561,-74.1197,35.41,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Distilleries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=312140&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10673-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110673&GoCTemplateCulture=en-CA
"
10675,Horn River Comp Stn c-067-K,Ovintiv Canada ULC,Fort Nelson,206 3991 50 Avenue South,V0C 1R0,British Columbia,59.4729,-122.3344,40.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10675-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110675&GoCTemplateCulture=en-CA
"
10676,Hythe Comp Stn A-005-G,Ovintiv Canada ULC,Dawson Creek,37 Vic Turner Airport Road,V1G 0G1,British Columbia,55.5854,-120.1781,73.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10676-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110676&GoCTemplateCulture=en-CA
"
10677,Fanshawe College of Applied Arts and Technology,Fanshawe College of Applied Arts and Technology,London,1001 Fanshawe College Boulevard,N5Y 5R6,Ontario,43.01346,-81.19926,2.56,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Community Colleges and C.E.G.E.P.s,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10677-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110677&GoCTemplateCulture=en-CA
"
10678,"Gerdau Ameristeel Corporation, Manitoba Mill",Gerdau Ameristeel Corporation,Selkirk,27 Main Street,R1A 1P6,Manitoba,50.1302,-96.9013,45.93,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Iron and Steel Mills and Ferro-Alloy Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G10678-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0110678&GoCTemplateCulture=en-CA
"
