Facility ID,Facility name,Company name,City,Address,Postal code,Province,Latitude,Longitude,Total emissions,Units,Report year,Industry classification,Industry classification link,Facility information,Facility details
11111,McCain Foods Coaldale FF plant,McCain Foods Canada Ltd.,Coaldale,,T1M 1N3,Alberta,49.75997,-112.4527,27.33,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Frozen Food Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11111-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111111&GoCTemplateCulture=en-CA
"
11112,Ferrier Comp Stn 09-03,Spartan Delta Corp.,Calgary,1920 800 5 Avenue Southwest,T2P 3T6,Alberta,51.049,-114.08,46.21,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Natural Gas Distribution,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11112-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111112&GoCTemplateCulture=en-CA
"
11113,Montreal Sulphur Plant,Suncor Energy Products Partnership,Montréal-Est,11450 Cherrier,H1B 1A6,Quebec,45.6364,-73.5213,21.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Basic Inorganic Chemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325189&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11113-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111113&GoCTemplateCulture=en-CA
"
11114,Portable Plant 020008,Border Paving Ltd.,Sunchild,,N/A,Alberta,52.62361,-115.37638,5.04,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,"Highway, Street and Bridge Construction",https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=237310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11114-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111114&GoCTemplateCulture=en-CA
"
11115,Guelph Beef,Cargill Limited,Guelph,165 Dunlop Drive,N1L 1P4,Ontario,43.5529,-80.202,13.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Animal (except Poultry) Slaughtering,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311611&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11115-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111115&GoCTemplateCulture=en-CA
"
11116,USINE MONTREAL,Lallemand Inc.,Montréal,1620 Préfontaine,H1W 2N8,Quebec,45.5389,-73.5447,12.18,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Food Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311990&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11116-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111116&GoCTemplateCulture=en-CA
"
11119,MSC Toronto,Continuous Colour Coat Limited,Etobicoke,1430 Martin Grove Road,M9W 4Y1,Ontario,43.7167,-79.5833,13.28,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,"Coating, Engraving, Heat Treating and Allied Activities",https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=332810&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11119-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111119&GoCTemplateCulture=en-CA
"
11120,8 WG/ 8 Esc Trenton,DND/ MDN,Astra,1 Chilliwack Road,K0K 3W0,Ontario,44.11134,-77.54671,19.98,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Defence Services,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=911110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11120-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111120&GoCTemplateCulture=en-CA
"
11121,Spray Lake Sawmills (1980) Ltd.,Spray Lake Sawmills (1980) Ltd.,Cochrane,305 Griffin Road,T4C 2C4,Alberta,51.1778,-114.4593,8.9,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Wood Preservation,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=321114&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11121-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111121&GoCTemplateCulture=en-CA
"
11122,CFB/ BFC Kingston,DND/ MDN,Kingston,11 Mercury Crescent,K7K 7B4,Ontario,44.2427,-76.4317,16.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Defence Services,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=911110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11122-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111122&GoCTemplateCulture=en-CA
"
11123,"Fabrication région Est, Sherbrooke",Produits Kruger s.e.c.,Sherbrooke,2888 du Collège,J1M 1Z4,Quebec,45.36667,-71.85417,10.8,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paper (except Newsprint) Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322121&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11123-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111123&GoCTemplateCulture=en-CA
"
11124,Baycoat,"Dofasco Inc., Stelco Inc.",Hamilton,244 Lanark Street,L8N 3K7,Ontario,43.2428,-79.7503,28.68,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,"Coating, Engraving, Heat Treating and Allied Activities",https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=332810&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11124-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111124&GoCTemplateCulture=en-CA
"
11125,Sanimax ACI,Sanimax ACI,Lévis,2001 de la Rotonde,G6X 3R4,Quebec,46.7044,-71.2722,27.75,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Rendering and Meat Processing from Carcasses,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311614&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11125-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111125&GoCTemplateCulture=en-CA
"
11126,WINDSOR ALUMINUM PLANT,Nemak of Canada Corp.,Windsor,4600 G.N. Booth Drive,N9C 4G8,Ontario,42.2761,-83.0851,0.71,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Non-Ferrous Foundries (except Die-Casting),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331529&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11126-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111126&GoCTemplateCulture=en-CA
"
11127,4 WG/ 4 Esc Cold Lake,DND/ MDN,Cold Lake,1 Skyline Road,T9M 2C6,Alberta,54.4077,-110.2778,18.47,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Defence Services,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=911110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11127-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111127&GoCTemplateCulture=en-CA
"
11128,Sivaco Québec,Groupe des tréfileries Sivaco 2004,Marieville,800 Ouellette,J3M 1P5,Quebec,45.4372,-73.1676,14.79,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Steel Wire Drawing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=331222&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11128-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111128&GoCTemplateCulture=en-CA
"
11129,Welland Plant,Cytec Canada Inc.,Niagara Falls,9061 Garner Road,L2H 0Y2,Ontario,43.0472,-79.1583,13.42,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Miscellaneous Chemical Product Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325999&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11129-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111129&GoCTemplateCulture=en-CA
"
11130,Swan Hills Treatment Center,SUEZ Canada Waste Services Inc.,Swan Hills,10000 Chrystina Lake Road,T0G 2C0,Alberta,54.775,-115.2186,36.46,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Treatment and Disposal,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562210&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11130-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111130&GoCTemplateCulture=en-CA
"
11131,Channel Lake 12-29,Canlin Energy Corporation,NA,,N/A,Alberta,50.2027,-110.6613,17.06,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11131-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111131&GoCTemplateCulture=en-CA
"
11132,CAMI Assembly Plant,General Motors of Canada Company,Ingersoll,300 Ingersoll Street,N5C 4A6,Ontario,43.0208,-80.8872,16.86,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Automobile and Light-Duty Motor Vehicle Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=336110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11132-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111132&GoCTemplateCulture=en-CA
"
11133,3M BROCKVILLE 501,3M Canada Company,Brockville,60 California Avenue,K6V 5W1,Ontario,44.6131,-75.6951,14.4,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paper Bag and Coated and Treated Paper Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322220&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11133-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111133&GoCTemplateCulture=en-CA
"
11134,Queen's University - Kingston Main Campus,Queen's University,Kingston,99 University Avenue,K7L 3N6,Ontario,44.2237,-76.499,42.2,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11134-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111134&GoCTemplateCulture=en-CA
"
11135,Portage la Prairie,Simplot Canada (II) Ltd.,PORTAGE LA PRAIRIE,highway #1 and Simplot Road Highway West,R1N3A4,Manitoba,49.9721,-98.3943,72.08,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Frozen Food Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11135-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111135&GoCTemplateCulture=en-CA
"
11136,MCCAIN FOODS (CANADA) - PORTAGE LA PRAIRIE,McCain Foods Canada Ltd.,Portage La Prairie,1 McCain Avenue,R1N 3B5,Manitoba,49.9926,-98.1977,38.01,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Frozen Food Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311410&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11136-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111136&GoCTemplateCulture=en-CA
"
11139,Galloway Gas Plant 12-05-054-20W5,Husky Oil Operations Limited,Edson,,N/A,Alberta,53.6359,-116.9318,23.32,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11139-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111139&GoCTemplateCulture=en-CA
"
11140,CKF - HANTSPORT,CKF Inc.,Hantsport,48 Prince Street,B0P 1P0,Nova Scotia,45.0647,-64.1719,12.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Converted Paper Product Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322299&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11140-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111140&GoCTemplateCulture=en-CA
"
11142,MCMASTER UNIVERSITY,McMaster University,Hamilton,Suite 20 1280 Main Street West,L8S 4M3,Ontario,43.2609,-79.9194,47.16,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11142-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111142&GoCTemplateCulture=en-CA
"
11143,Rowley Gas Plant 04-09-031-20W4,Pine Cliff Energy Ltd.,MORRIN,,N/A,Alberta,51.6354,-112.7926,10.07,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11143-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111143&GoCTemplateCulture=en-CA
"
11144,Stolberg Dehy 02-03-041-14W5,Tidewater Midstream and Infrastructure Ltd.,Nordegg,,N/A,Alberta,52.4936,-115.935,18.01,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11144-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111144&GoCTemplateCulture=en-CA
"
11150,Glen Ewen Sour Gas Plant 05-14,Steel Reef Infrastructure Corp.,Glen Ewen,LSD 05-14-003-01 W2M,S0C 1C0,Saskatchewan,49.2081,-102.0484,11.49,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11150-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111150&GoCTemplateCulture=en-CA
"
11151,Formica Canada Inc,Formica Canada Inc.,Saint-Jean-sur-Richelieu,25 mercier,J3B 6E9,Quebec,45.3123,-73.2598,14.0,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,"Laminated Plastic Plate, Sheet and Shape Manufacturing",https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=326130&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11151-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111151&GoCTemplateCulture=en-CA
"
11152,"Centrales thermiques, Service des immeubles",Université Laval,Québec,2220 rue de l'Université,G1V 0A6,Quebec,46.783,-71.2654,20.45,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Universities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=611310&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11152-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111152&GoCTemplateCulture=en-CA
"
11153,G/BS 3 DIV Edmonton Garrison Suffield,DND/ MDN,Ralston,393 Highway #884,T1A 8K8,Alberta,50.4436,-110.8825,15.05,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Defence Services,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=911110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11153-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111153&GoCTemplateCulture=en-CA
"
11155,LRE - Donnelly Gas Plant 06-01,Long Run Exploration Ltd,n/a,,N/A,Alberta,55.6405,-117.1193,11.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11155-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111155&GoCTemplateCulture=en-CA
"
11156,Gimli Plant,Diageo Canada Inc.,Gimli,19107 Seagram Road,R0C 1B0,Manitoba,50.655,-97.0026,32.41,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Distilleries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=312140&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11156-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111156&GoCTemplateCulture=en-CA
"
11158,"Kimberly Clark, Huntsville Mill",Kimberly-Clark Inc.,Huntsville,570 Ravenscliffe Road,P1H 2A1,Ontario,45.3463,-79.2426,17.36,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Paper (except Newsprint) Mills,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=322121&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11158-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111158&GoCTemplateCulture=en-CA
"
11159,Warden Energy Centre,Markham District Energy Inc.,Markham,8080 Warden Avenue,L6G 1B4,Ontario,43.8469,-79.3333,23.66,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Steam and Air-Conditioning Supply,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221330&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11159-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111159&GoCTemplateCulture=en-CA
"
11161,Foothills Medical Centre,Alberta  Health Services,Calgary,1403 29th Street Northwest,T2N 2T9,Alberta,51.0651,-114.1305,64.15,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,General (except Paediatric) Hospitals,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=622111&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11161-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111161&GoCTemplateCulture=en-CA
"
11162,North Sheridan Landfill Site (Closed),Region of Peel,Mississauga,1875 North Sheridan Way,L5K 1S5,Ontario,43.5306,-79.6454,21.77,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Waste Collection,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=562110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11162-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111162&GoCTemplateCulture=en-CA
"
11164,Waterton Complex - Compressor Station W,PIERIDAE ALBERTA PRODUCTION LTD.,Pincher Creek,,T0K 1W0,Alberta,49.4889,-113.9551,30.2,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11164-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111164&GoCTemplateCulture=en-CA
"
11165,BLIND RIVER REFINERY,Cameco Corporation,Blind River,328 Eldorado Road Northwest,P0R 1B0,Ontario,46.1799,-83.0172,14.03,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Basic Inorganic Chemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325189&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11165-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111165&GoCTemplateCulture=en-CA
"
11166,Lindbergh Custom Treating Facility,Canadian Natural Resources Limited,Bonnyville,,T9N 2H4,Alberta,53.74564,-110.7513,13.87,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11166-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111166&GoCTemplateCulture=en-CA
"
11167,LA BRASSERIE LABATT,Labatt Brewing Company Ltd,LaSalle,50 Labatt,H8R 3E7,Quebec,45.4255,-73.6447,13.81,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Breweries,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=312120&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11167-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111167&GoCTemplateCulture=en-CA
"
11168,Niton Sweet Gas Plant,Cenovus Energy Inc.,Niton,,T0E 1S0,Alberta,53.6705,-115.7622,11.18,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oil and gas extraction (except oil sands),https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=211110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11168-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111168&GoCTemplateCulture=en-CA
"
11169,Lindbergh Facility,Windsor Salt Ltd.,Lindbergh,56415  Range Road 51A Highway,T0A 1A0,Alberta,53.8627,-110.639,19.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,All Other Basic Inorganic Chemical Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=325189&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11169-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111169&GoCTemplateCulture=en-CA
"
11171,WASTEWATER TREATMENT PLANT,City of Saskatoon,Saskatoon,470 Whiteswan Drive,S7K 6Z7,Saskatchewan,52.1827,-106.606,7.39,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Sewage Treatment Facilities,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=221320&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11171-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111171&GoCTemplateCulture=en-CA
"
11172,Toyota Motor Manufacturing Canada Inc. (Woodstock),Toyota Motor Manufacturing Canada Inc.,Woodstock,1717 Dundas Street,N4S 0A4,Ontario,43.1407,-80.6933,34.1,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Automobile and Light-Duty Motor Vehicle Manufacturing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=336110&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11172-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111172&GoCTemplateCulture=en-CA
"
11173,BUNGE CANADA - ALTONA PLANT,Bunge Canada,Altona,35 Tenth Avenue,R0B 0G0,Manitoba,49.1108,-97.566,36.85,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oilseed Processing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311224&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11173-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111173&GoCTemplateCulture=en-CA
"
11174,BUNGE CANADA - FORT SASKATCHEWAN PLANT,Bunge Canada,Sturgeon County,55035 SH 825,T8L 5G3,Alberta,53.7275,-113.2414,14.04,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oilseed Processing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311224&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11174-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111174&GoCTemplateCulture=en-CA
"
11175,BUNGE CANADA - HARROWBY PLANT,Bunge Canada,Harrowby,Hwy 16,R0J 1W0,Manitoba,50.7555,-101.4522,29.88,kilotonnes of carbon dioxide equivalents (kt CO2 eq),2021,Oilseed Processing,https://www23.statcan.gc.ca/imdb/p3VD.pl?Function=getVD&TVD=1369825&CVD=1370970&CPV=311224&CST=27012022&CLV=5&MLV=5,https://climate-change.canada.ca/facility-emissions/GHGRP-G11175-2021.html ,"http://indicators-map.canada.ca/App/Detail?id=0111175&GoCTemplateCulture=en-CA
"
